Time,Open,High,Low,Latest,Change,%Change,Volume
6/20/03,25.9639,26.04,25.5916,25.7016,-0.0339,-0.13%,84597357
6/23/03,25.6593,25.6932,25.0079,25.304,-0.3976,-1.55%,102365032
6/24/03,25.1517,25.4901,24.9825,25.1094,-0.1946,-0.77%,98162543
6/25/03,25.101,25.5324,24.9318,24.9741,-0.1353,-0.54%,111531466
6/26/03,25.1348,25.617,25.0502,25.5663,0.5922,2.37%,93695683
6/27/03,25.5916,25.8624,25.1856,25.2363,-0.33,-1.29%,97577082
6/30/03,25.5155,25.6678,25.2109,25.3378,0.1015,0.40%,85208767
7/1/03,25.1263,25.7016,24.7541,25.6762,0.3384,1.34%,125202582
7/2/03,25.727,26.2177,25.7016,26.2008,0.5246,2.04%,96918005
7/3/03,25.9723,26.9368,25.7778,25.8708,-0.33,-1.26%,59161427
7/7/03,26.2008,26.9875,26.1923,26.9791,1.1083,4.28%,104883304
7/8/03,26.886,27.3344,26.7507,27.309,0.3299,1.22%,97294014
7/9/03,27.2244,27.4867,27.0129,27.2413,-0.0677,-0.25%,106213905
7/10/03,26.9452,27.0637,26.5053,26.7337,-0.5076,-1.86%,122007471
7/11/03,26.776,27.0637,26.7422,26.9368,0.2031,0.76%,80127891
7/14/03,27.3598,27.7067,27.1314,27.2583,0.3215,1.19%,99953955
7/15/03,27.5205,27.6221,27.0214,27.2921,0.0338,0.12%,90030145
7/16/03,27.4613,27.4951,26.8437,27.2075,-0.0846,-0.31%,96586373
7/17/03,26.8014,26.9368,26.26,26.3784,-0.8291,-3.05%,130614644
7/18/03,26.5645,27.0383,26.1585,26.463,0.0846,0.32%,95262455
7/21/03,26.4292,26.4799,25.8962,26.1246,-0.3384,-1.28%,132339820
7/22/03,26.3192,26.6491,26.1077,26.5138,0.3892,1.49%,108300057
7/23/03,26.5476,26.7676,26.2177,26.7337,0.2199,0.83%,81801115
7/24/03,26.9452,27.0891,26.2938,26.3784,-0.3553,-1.33%,98840915
7/25/03,26.3361,26.9368,26.0316,26.9029,0.5245,1.99%,98186862
7/28/03,26.9537,27.0637,26.7337,26.9791,0.0762,0.28%,66455396
7/29/03,27.0129,27.0891,26.4207,26.776,-0.2031,-0.75%,95283803
7/30/03,26.8268,26.8522,26.5053,26.5815,-0.1945,-0.73%,66962669
7/31/03,26.8945,27.3513,26.6661,26.9029,0.3214,1.21%,101318880
8/1/03,26.8099,26.8945,26.4799,26.6153,-0.2876,-1.07%,86963025
8/4/03,26.5815,27.0045,26.0908,26.6068,-0.0085,-0.03%,113986100
8/5/03,26.573,26.6322,25.4224,25.5578,-1.049,-3.94%,131435682
8/6/03,25.6847,26.0316,25.4647,25.5409,-0.0169,-0.07%,114484511
8/7/03,25.5663,25.8116,25.3971,25.6424,0.1015,0.40%,79629586
8/8/03,25.7439,25.8454,25.3209,25.4394,-0.203,-0.79%,78848849
8/11/03,25.4478,25.8877,25.4055,25.7185,0.2791,1.10%,75345094
8/12/03,25.8116,26.1415,25.6593,26.1077,0.3892,1.51%,70660257
8/13/03,26.2092,26.2854,25.93,26.1162,0.0085,0.03%,68642083
8/14/03,26.1246,26.3869,25.947,26.1415,0.0253,0.10%,60522696
8/15/03,26.2261,26.4715,26.1669,26.37,0.2285,0.87%,33253554
8/18/03,26.4884,27.0806,26.2684,27.0468,0.6768,2.57%,79625947
8/19/03,27.1652,27.3936,26.9452,27.3852,0.3384,1.25%,80864474
8/20/03,27.1567,27.5121,27.0891,27.3175,-0.0677,-0.25%,68894636
8/21/03,27.5713,27.7659,27.3006,27.6136,0.2961,1.08%,91323580
8/22/03,28.1381,28.2312,27.3513,27.4444,-0.1692,-0.61%,109973107
8/25/03,27.3767,27.5544,27.2498,27.5036,0.0592,0.22%,50930352
8/26/03,27.309,27.5713,26.9114,27.529,0.0254,0.09%,94460087
8/27/03,27.4867,27.7743,27.3852,27.749,0.22,0.80%,55877845
8/28/03,27.8674,28.0197,27.5121,27.9943,0.2453,0.88%,65433194
8/29/03,27.952,28.3073,27.9012,28.2481,0.2538,0.91%,62883682
9/2/03,28.3327,28.6711,28.0281,28.6542,0.4061,1.44%,95172809
9/3/03,28.8488,28.9334,28.4681,28.6373,-0.0169,-0.06%,100777302
9/4/03,28.6203,28.9503,28.5104,28.8995,0.2622,0.92%,75578832
9/5/03,28.7388,29.0518,28.485,28.7134,-0.1861,-0.64%,107623627
9/8/03,28.7642,29.2125,28.7219,29.1872,0.4738,1.65%,81979579
9/9/03,29.0349,29.0941,28.6965,28.8403,-0.3469,-1.19%,104040923
9/10/03,28.5527,28.6711,28.0112,28.1466,-0.6937,-2.41%,132048086
9/11/03,28.155,28.578,27.9266,28.4596,0.313,1.11%,114618970
9/12/03,28.2058,28.6288,27.9605,28.6119,0.1523,0.54%,124153829
9/15/03,28.6288,28.688,28.2904,28.3327,-0.2792,-0.98%,64570675
9/16/03,28.3581,29.1279,28.3581,29.1026,0.7699,2.72%,103567141
9/17/03,29.0433,29.1872,28.7895,28.9841,-0.1185,-0.41%,94352614
9/18/03,28.908,29.4917,28.7642,29.424,0.4399,1.52%,108323672
9/19/03,29.4325,29.4917,29.0687,29.2548,-0.1692,-0.58%,82550853
9/22/03,28.8741,28.9334,28.5696,28.6965,-0.5583,-1.91%,115244182
9/23/03,28.7388,29.2379,28.688,29.2041,0.5076,1.77%,92039987
9/24/03,29.1956,29.441,28.062,28.1043,-1.0998,-3.77%,136628915
9/25/03,28.2396,28.7472,27.7151,27.7405,-0.3638,-1.29%,139480998
9/26/03,27.8251,28.062,27.5121,27.5628,-0.1777,-0.64%,126118612
9/29/03,27.7151,28.062,27.4528,28.0366,0.4738,1.72%,114788112
9/30/03,27.8505,27.8843,27.3767,27.4275,-0.6091,-2.17%,140887597
10/1/03,27.5882,28.1127,27.4275,28.0451,0.6176,2.25%,126285270
10/2/03,28.0028,28.2819,27.8589,28.1381,0.093,0.33%,99221138
10/3/03,28.6373,29.1618,28.6119,28.9249,0.7868,2.80%,133496181
10/6/03,29.001,29.1449,28.8149,29.1364,0.2115,0.73%,58225919
10/7/03,28.8995,29.3141,28.7726,29.3141,0.1777,0.61%,94779261
10/8/03,29.4494,29.4748,28.9503,29.1279,-0.1862,-0.64%,84437121
10/9/03,29.5425,29.8386,29.1279,29.3479,0.22,0.76%,139810581
10/10/03,29.4156,29.6355,29.3056,29.6186,0.2707,0.92%,80850313
10/13/03,29.7286,29.9232,29.5425,29.8132,0.1946,0.66%,72084129
10/14/03,29.6948,29.9739,29.5763,29.8893,0.0761,0.26%,75946745
10/15/03,30.287,30.3293,29.6355,29.7624,-0.1269,-0.42%,115601190
10/16/03,29.6948,30.0585,29.6102,29.9993,0.2369,0.80%,87589184
10/17/03,29.957,30.0247,29.2718,29.2802,-0.7191,-2.40%,115875216
10/20/03,29.3141,30.1854,28.8318,29.644,0.3638,1.24%,90062286
10/21/03,29.7286,29.9909,29.5594,29.8217,0.1777,0.60%,88675055
10/22/03,29.5171,29.5509,29.1364,29.2464,-0.5753,-1.93%,105009750
10/23/03,28.8911,29.1956,28.8065,28.908,-0.3384,-1.16%,117477384
10/24/03,28.5865,28.9587,28.3327,28.9334,0.0254,0.09%,120366667
10/27/03,29.001,29.1449,28.798,28.9418,0.0084,0.03%,75235332
10/28/03,29.1279,29.957,29.0772,29.9147,0.9729,3.36%,127073403
10/29/03,29.7794,29.957,29.6694,29.8809,-0.0338,-0.11%,87619445
10/30/03,30.2954,30.4562,29.7286,29.9401,0.0592,0.20%,112470797
10/31/03,29.9824,30.0247,29.6609,29.7624,-0.1777,-0.59%,65599265
11/3/03,29.9739,30.4392,29.9147,30.2531,0.4907,1.65%,84138731
11/4/03,30.1939,30.3462,29.9909,30.0501,-0.203,-0.67%,71016122
11/5/03,30.0501,30.3631,29.7371,30.3208,0.2707,0.90%,80939633
11/6/03,30.2785,30.4308,29.8978,30.4054,0.0846,0.28%,107136079
11/7/03,30.5238,30.6084,30.1178,30.1431,-0.2623,-0.86%,75191075
11/10/03,30.2024,30.2362,29.6863,29.7709,-0.3722,-1.23%,81506884
11/11/03,29.7371,29.864,29.4833,29.6609,-0.11,-0.37%,89750876
11/12/03,29.754,30.4223,29.7286,30.2954,0.6345,2.14%,95932059
11/13/03,30.2108,30.3716,30.0755,30.2616,-0.0338,-0.11%,76039500
11/14/03,30.2954,30.4731,29.5679,29.644,-0.6176,-2.04%,107626258
11/17/03,29.3564,29.534,28.9841,29.3394,-0.3046,-1.03%,128279497
11/18/03,29.5002,29.5848,28.6119,28.6626,-0.6768,-2.31%,128533864
11/19/03,28.7726,29.1026,28.6626,28.9418,0.2792,0.97%,102179532
11/20/03,28.6965,29.3394,28.6034,28.6626,-0.2792,-0.96%,138774722
11/21/03,28.8234,28.9926,28.5357,28.9587,0.2961,1.03%,96719691
11/24/03,29.2041,29.8217,29.1618,29.7624,0.8037,2.78%,108978051
11/25/03,29.8555,29.9909,29.6863,29.7624,0,0.00%,85787835
11/26/03,29.9486,30.0501,29.4494,29.8978,0.1354,0.45%,86134402
11/28/03,29.8301,30.0332,29.7878,29.9316,0.0338,0.11%,29324942
12/1/03,30.2108,30.4646,30.0078,30.3716,0.44,1.47%,97895929
12/2/03,30.3039,30.4985,30.1008,30.2024,-0.1692,-0.56%,76932939
12/3/03,30.3208,30.5577,29.8217,29.8217,-0.3807,-1.26%,127456356
12/4/03,29.9316,30.2108,29.6778,30.1431,0.3214,1.08%,121110271
12/5/03,29.8386,30.0332,29.5763,29.644,-0.4991,-1.66%,103583014
12/8/03,29.6271,29.8893,29.424,29.8132,0.1692,0.57%,102997443
12/9/03,29.9824,29.9993,29.0603,29.1279,-0.6853,-2.30%,130027128
12/10/03,29.1872,29.3564,28.8741,29.2379,0.11,0.38%,122419518
12/11/03,29.1872,29.9401,29.1787,29.864,0.6261,2.14%,128165450
12/12/03,29.8724,29.8978,29.5256,29.8132,-0.0508,-0.17%,85373654
12/15/03,30.3969,30.4477,29.3141,29.424,-0.3892,-1.31%,125580807
12/16/03,29.4325,29.6271,29.1195,29.4833,0.0593,0.20%,106257546
12/17/03,29.4494,29.6102,29.2464,29.534,0.0507,0.17%,81063559
12/18/03,29.5679,30.1516,29.5679,30.0839,0.5499,1.86%,106412635
12/19/03,30.1262,30.1601,29.7794,29.9993,-0.0846,-0.28%,106110968
12/22/03,29.9063,30.1854,29.8555,30.0924,0.0931,0.31%,75189388
12/23/03,30.1178,30.4731,30.0585,30.3208,0.2284,0.76%,79254662
12/24/03,30.3323,30.4847,30.2985,30.3492,0.0284,0.09%,52982272
12/26/03,30.4339,30.5439,30.3154,30.3408,-0.0084,-0.03%,30128921
12/29/03,30.4931,30.9163,30.4847,30.8401,0.4993,1.65%,74876870
12/30/03,30.9163,30.9586,30.7216,30.9417,0.1016,0.33%,57035784
12/31/03,30.9924,31.0094,30.6793,30.857,-0.0847,-0.27%,71513441
1/2/04,31.0263,31.1363,30.6539,30.7724,-0.0846,-0.27%,65263415
1/5/04,30.9586,31.4495,30.9417,31.3902,0.6178,2.01%,82377209
1/6/04,31.3818,31.6695,31.2717,31.6018,0.2116,0.67%,70933687
1/7/04,31.551,31.8896,31.3733,31.8896,0.2878,0.91%,84872632
1/8/04,32.0334,32.1604,31.8218,32.1434,0.2538,0.80%,90746300
1/9/04,31.9149,32.4566,31.8134,31.9319,-0.2115,-0.66%,111418456
1/12/04,32.0334,32.4566,31.8896,32.4397,0.5078,1.59%,91771187
1/13/04,32.3889,32.4651,31.8218,32.1181,-0.3216,-0.99%,109855806
1/14/04,32.2281,32.372,31.9488,32.2281,0.11,0.34%,80491900
1/15/04,32.1011,32.5497,31.8472,32.3127,0.0846,0.26%,123389444
1/16/04,32.482,32.6936,32.3043,32.6428,0.3301,1.02%,91364305
1/20/04,32.7782,33.0067,32.4227,32.6174,-0.0254,-0.08%,96887026
1/21/04,32.4904,32.719,32.1604,32.482,-0.1354,-0.42%,132549732
1/22/04,32.6259,32.7443,32.2112,32.2873,-0.1947,-0.60%,106415270
1/23/04,32.3381,32.5497,31.9742,32.1688,-0.1185,-0.37%,104866611
1/26/04,32.1434,32.7105,32.025,32.6597,0.4909,1.53%,99888289
1/27/04,32.592,32.6936,31.898,31.9403,-0.7194,-2.20%,114839599
1/28/04,32.1096,32.2112,31.3141,31.3987,-0.5416,-1.70%,151194181
1/29/04,31.5172,31.5764,31.0263,31.5172,0.1185,0.38%,170059546
1/30/04,31.4833,31.6864,31.2887,31.3733,-0.1439,-0.46%,99565314
2/2/04,31.4833,31.7203,31.1617,31.2887,-0.0846,-0.27%,111668345
2/3/04,31.2379,31.5172,31.1786,31.2548,-0.0339,-0.11%,86832673
2/4/04,30.9924,31.1956,30.747,30.747,-0.5078,-1.62%,129894494
2/5/04,30.8994,31.0686,30.747,30.8655,0.1185,0.39%,114358338
2/6/04,30.9755,31.551,30.9163,31.4241,0.5586,1.81%,126634355
2/9/04,31.6018,31.6357,31.3564,31.4156,-0.0085,-0.03%,69497730
2/10/04,31.3648,31.661,31.3394,31.4664,0.0508,0.16%,76853011
2/11/04,31.5172,31.8811,31.3733,31.8049,0.3385,1.08%,109299604
2/12/04,31.7541,31.9065,31.5172,31.5256,-0.2793,-0.88%,83367985
2/13/04,31.6441,31.8049,31.1109,31.2633,-0.2623,-0.83%,107015907
2/17/04,31.551,31.8388,31.5002,31.6864,0.4231,1.35%,82330803
2/18/04,31.7457,31.8811,31.5849,31.7795,0.0931,0.29%,83859051
2/19/04,32.0504,32.0757,31.1617,31.2971,-0.4824,-1.52%,119154928
2/20/04,31.3141,31.4325,30.9332,31.1956,-0.1015,-0.32%,156378859
2/23/04,31.3141,31.3394,30.5608,30.8486,-0.347,-1.11%,147933220
2/24/04,30.7216,31.0178,30.5524,30.7724,-0.0762,-0.25%,147132382
2/25/04,30.8316,31.0348,30.747,30.9586,0.1862,0.61%,87976884
2/26/04,30.8655,31.1786,30.7301,31.0348,0.0762,0.25%,84279035
2/27/04,31.1109,31.2633,30.6962,30.9501,-0.0847,-0.27%,117429972
3/1/04,31.0432,31.3733,30.8655,31.3564,0.4063,1.31%,94172518
3/2/04,31.2971,31.4664,30.984,30.9924,-0.364,-1.16%,108157103
3/3/04,30.8994,31.0009,30.6455,30.8232,-0.1692,-0.55%,99179609
3/4/04,30.8401,31.1702,30.7978,31.1109,0.2877,0.93%,77872698
3/5/04,30.8232,31.441,30.7724,31.0009,-0.11,-0.35%,139552827
3/8/04,31.0517,31.1617,30.2392,30.2731,-0.7278,-2.35%,133044992
3/9/04,30.3069,30.4508,30.0615,30.18,-0.0931,-0.31%,149044623
3/10/04,30.2561,30.4677,29.7314,29.7822,-0.3978,-1.32%,158598525
3/11/04,29.6806,30.07,29.4521,29.5114,-0.2708,-0.91%,179755711
3/12/04,29.7737,30.1207,29.7484,30.053,0.5416,1.84%,139863050
3/15/04,29.9261,29.9599,29.4606,29.5283,-0.5247,-1.75%,136842845
3/16/04,29.7145,29.833,29.3083,29.5791,0.0508,0.17%,145647281
3/17/04,29.7991,30.1461,29.7737,30.0446,0.4655,1.57%,108332515
3/18/04,29.9345,30.0107,29.596,29.9092,-0.1354,-0.45%,131449884
3/19/04,29.8584,30.0107,29.3844,29.4098,-0.4994,-1.67%,118130364
3/22/04,29.2236,29.2406,28.8005,29.0374,-0.3724,-1.27%,158178547
3/23/04,29.2744,29.3252,28.7835,28.8005,-0.2369,-0.82%,148814611
3/24/04,28.902,29.3083,28.7835,29.1305,0.33,1.15%,140462368
3/25/04,29.3252,30.0107,29.2998,29.9092,0.7787,2.67%,167927974
3/26/04,29.8753,30.1123,29.7907,29.8076,-0.1016,-0.34%,92672101
3/29/04,30.053,30.4339,30.0361,30.29,0.4824,1.62%,122723421
3/30/04,30.1884,30.4169,30.0615,30.3916,0.1016,0.34%,113096245
3/31/04,30.4,30.4677,30.1377,30.3323,-0.0593,-0.20%,101608569
4/1/04,30.3069,30.6793,30.2815,30.6031,0.2708,0.89%,109944334
4/2/04,31.221,31.4495,30.9078,31.3987,0.7956,2.60%,172467781
4/5/04,31.3225,31.7372,31.2887,31.6949,0.2962,0.94%,79581179
4/6/04,31.4495,31.5256,31.2463,31.2971,-0.3978,-1.26%,116517172
4/7/04,31.3056,31.4071,31.0263,31.2633,-0.0338,-0.11%,107529187
4/8/04,31.6103,31.6441,31.094,31.2633,0,0.00%,91189751
4/12/04,31.331,31.5172,31.2971,31.4579,0.1946,0.62%,65324430
4/13/04,31.6018,31.6187,30.857,31.0009,-0.457,-1.45%,118895639
4/14/04,30.8147,31.2717,30.7724,31.1533,0.1524,0.49%,134301751
4/15/04,31.1025,31.1956,30.4847,30.5947,-0.5586,-1.79%,146002194
4/16/04,30.637,30.7385,30.29,30.5439,-0.0508,-0.17%,130843929
4/19/04,30.4762,30.9671,30.4508,30.9163,0.3724,1.22%,101425063
4/20/04,30.984,31.1363,30.163,30.1969,-0.7194,-2.33%,141251897
4/21/04,30.3831,30.5608,30.1715,30.4593,0.2624,0.87%,139249302
4/22/04,30.4677,31.3225,30.4508,31.2463,0.787,2.58%,162612792
4/23/04,31.3818,31.5341,31.2294,31.4918,0.2455,0.79%,108534502
4/26/04,31.4664,31.5595,31.0178,31.2633,-0.2285,-0.73%,87900121
4/27/04,31.2717,31.4749,31.0517,31.204,-0.0593,-0.19%,103445370
4/28/04,31.0686,31.0771,30.4847,30.637,-0.567,-1.82%,132030343
4/29/04,30.5439,30.7555,29.8753,30.163,-0.474,-1.55%,185410114
4/30/04,30.18,30.2985,29.3844,29.4267,-0.7363,-2.44%,178216769
5/3/04,29.6214,30.0615,29.5283,29.706,0.2793,0.95%,138253300
5/4/04,29.7991,30.2561,29.6468,29.833,0.127,0.43%,149086717
5/5/04,29.9769,30.2138,29.7907,30.07,0.237,0.79%,115237247
5/6/04,29.8161,29.9938,29.4945,29.8414,-0.2286,-0.76%,121387479
5/7/04,29.6976,30.163,29.5452,29.596,-0.2454,-0.82%,162686837
5/10/04,29.3421,29.5368,29.1305,29.3421,-0.2539,-0.86%,185450296
5/11/04,29.596,29.943,29.5537,29.7822,0.4401,1.50%,142372616
5/12/04,29.723,29.8668,29.0036,29.8414,0.0592,0.20%,233675632
5/13/04,29.6722,30.0022,29.5537,29.6299,-0.2115,-0.71%,162870410
5/14/04,29.7907,29.8838,29.3167,29.4098,-0.2201,-0.74%,157965175
5/17/04,29.0967,29.3337,28.8682,29.1305,-0.2793,-0.95%,178007756
5/18/04,29.3337,29.5368,29.2829,29.3929,0.2624,0.90%,114242509
5/19/04,29.7568,30.053,29.3083,29.359,-0.0339,-0.12%,167366995
5/20/04,29.4352,29.6383,29.249,29.4945,0.1355,0.46%,112176955
5/21/04,29.6299,29.7653,29.4014,29.6383,0.1438,0.49%,131544274
5/24/04,29.8753,30.0107,29.6214,29.8414,0.2031,0.69%,117994695
5/25/04,29.7484,30.5354,29.5791,30.4339,0.5925,1.99%,172890012
5/26/04,30.3492,30.6285,30.3069,30.6285,0.1946,0.64%,110819837
5/27/04,30.7132,30.8909,30.5185,30.8232,0.1947,0.64%,130190216
5/28/04,30.7893,30.9332,30.6455,30.9332,0.11,0.36%,66616795
6/1/04,30.6962,30.9332,30.5608,30.8909,-0.0423,-0.14%,107042325
6/2/04,30.9417,31.0263,30.6116,30.8232,-0.0677,-0.22%,122316658
6/3/04,30.7216,30.7724,30.3154,30.4508,-0.3724,-1.21%,114969211
6/4/04,30.7555,30.9924,30.6116,30.6285,0.1777,0.58%,107799248
6/7/04,30.8401,31.3987,30.7555,31.3564,0.7279,2.38%,127058040
6/8/04,31.2294,31.4749,31.1871,31.3987,0.0423,0.13%,85700760
6/9/04,31.2971,31.3564,30.8909,30.9586,-0.4401,-1.40%,116048926
6/10/04,31.0517,31.1786,30.9332,31.1786,0.22,0.71%,67469735
6/14/04,30.984,30.984,30.5524,30.7385,-0.4401,-1.41%,100587797
6/15/04,30.9417,31.3056,30.9417,31.1363,0.3978,1.29%,108631548
6/16/04,31.1194,31.2294,31.0178,31.0855,-0.0508,-0.16%,76499374
6/17/04,31.0178,31.0263,30.6793,30.7978,-0.2877,-0.93%,91978983
6/18/04,30.7216,31.1786,30.6878,30.8401,0.0423,0.14%,92921109
6/21/04,30.9078,31.0009,30.5185,30.5947,-0.2454,-0.80%,77243367
6/22/04,30.6031,31.0602,30.4847,31.0432,0.4485,1.47%,119959008
6/23/04,30.9501,31.4749,30.8994,31.4156,0.3724,1.20%,111533814
6/24/04,31.331,31.6103,31.2463,31.3564,-0.0592,-0.19%,109110600
6/25/04,31.3141,31.6441,31.2971,31.5933,0.2369,0.76%,95714333
6/28/04,31.7288,31.7541,31.2294,31.331,-0.2623,-0.83%,111107499
6/29/04,31.3987,31.8134,31.3818,31.6272,0.2962,0.95%,80661484
6/30/04,31.6949,32.0757,31.6103,31.9403,0.3131,0.99%,115569697
7/1/04,31.8726,31.8726,31.1194,31.3479,-0.5924,-1.85%,144320107
7/2/04,31.3479,31.3564,31.0009,31.1617,-0.1862,-0.59%,87503463
7/6/04,30.9755,30.9755,30.3239,30.4931,-0.6686,-2.15%,153880072
7/7/04,30.4339,30.7132,30.4,30.5524,0.0593,0.19%,112986010
7/8/04,30.3069,30.5777,30.0869,30.2138,-0.3386,-1.11%,128503130
7/9/04,30.3323,30.5016,30.1546,30.2561,0.0423,0.14%,101633247
7/12/04,30.1038,30.2054,29.8245,30.1292,-0.1269,-0.42%,96705535
7/13/04,30.1969,30.3069,29.9684,30.0869,-0.0423,-0.14%,95970068
7/14/04,29.7907,30.1715,29.6637,29.7822,-0.3047,-1.01%,141185837
7/15/04,29.8922,30.0361,29.6722,29.6806,-0.1016,-0.34%,106821442
7/16/04,29.9853,30.0022,29.2998,29.3421,-0.3385,-1.14%,142246827
7/19/04,29.4352,29.596,29.1728,29.2829,-0.0592,-0.20%,125705495
7/20/04,29.4098,30.1207,29.376,29.9853,0.7024,2.40%,138780706
7/21/04,30.1038,30.1715,29.0628,29.1136,-0.8717,-2.91%,160797222
7/22/04,29.1813,29.7145,28.9867,29.5114,0.3978,1.37%,156128648
7/23/04,29.3083,29.3337,28.8005,28.9528,-0.5586,-1.89%,126555420
7/26/04,28.9782,29.1221,28.5212,28.8259,-0.1269,-0.44%,133473463
7/27/04,28.9359,29.376,28.8089,29.2236,0.3977,1.38%,122263562
7/28/04,29.1221,29.3083,28.6143,29.0967,-0.1269,-0.43%,182317144
7/29/04,29.376,29.5537,29.1982,29.4352,0.3385,1.16%,116928769
7/30/04,29.4183,29.706,29.3252,29.5283,0.0931,0.32%,98080219
8/2/04,29.2913,29.6383,29.1644,29.5875,0.0592,0.20%,96002194
8/3/04,29.486,29.5622,28.9359,28.9697,-0.6178,-2.09%,101316173
8/4/04,28.902,29.1644,28.7835,28.9782,0.0085,0.03%,102467613
8/5/04,29.0713,29.1136,28.4365,28.4365,-0.5417,-1.87%,129646260
8/6/04,28.2673,28.2757,27.641,27.6918,-0.7447,-2.62%,175828864
8/9/04,27.7679,27.8949,27.6325,27.7595,0.0677,0.24%,93677710
8/10/04,27.8949,28.335,27.861,28.1065,0.347,1.25%,125034262
8/11/04,27.8018,27.9626,27.5479,27.861,-0.2455,-0.87%,143228282
8/12/04,27.6664,27.8103,27.3956,27.4802,-0.3808,-1.37%,134335740
8/13/04,27.6325,27.7087,27.3786,27.5225,0.0423,0.15%,108015205
8/16/04,27.5987,28.0895,27.5818,27.8357,0.3132,1.14%,91987121
8/17/04,28.0303,28.3011,27.9203,28.1488,0.3131,1.12%,105837594
8/18/04,27.9795,28.6989,27.9372,28.6481,0.4993,1.77%,125966269
8/19/04,28.5466,28.6481,28.2757,28.4958,-0.1523,-0.53%,123699590
8/20/04,28.4112,28.8936,28.3604,28.7835,0.2877,1.01%,108660899
8/23/04,28.8174,29.0036,28.6989,28.8512,0.0677,0.24%,98532901
8/24/04,28.9867,29.0374,28.6143,28.8428,-0.0084,-0.03%,102336893
8/25/04,28.8343,29.2829,28.6904,29.2406,0.3978,1.38%,104444961
8/26/04,29.1644,29.2406,29.0374,29.1136,-0.127,-0.43%,68133827
8/27/04,29.1728,29.3506,29.1475,29.249,0.1354,0.47%,69237215
8/30/04,29.1221,29.139,28.7243,28.7581,-0.4909,-1.68%,73678256
8/31/04,28.792,28.8766,28.4789,28.792,0.0339,0.12%,96017409
9/1/04,28.7158,29.1728,28.6058,29.0036,0.2116,0.73%,114176545
9/2/04,28.9274,29.5198,28.9105,29.4352,0.4316,1.49%,98134818
9/3/04,29.1475,29.3421,28.8174,28.8936,-0.5416,-1.84%,106594269
9/7/04,29.1136,29.2913,28.8766,29.139,0.2454,0.85%,112907333
9/8/04,29.0374,29.3506,28.9274,29.029,-0.11,-0.38%,119889893
9/9/04,29.1559,29.4098,28.8936,29.2744,0.2454,0.85%,123353836
9/10/04,29.2913,29.7822,29.1728,29.723,0.4486,1.53%,128309289
9/13/04,29.833,30.2308,29.7399,30.1123,0.3893,1.31%,129205918
9/14/04,30.0022,30.2308,29.9261,30.1546,0.0423,0.14%,90350877
9/15/04,29.9769,30.0022,29.723,29.833,-0.3216,-1.07%,106494042
9/16/04,29.8414,30.1038,29.7314,29.8922,0.0592,0.20%,79308768
9/17/04,29.8161,30.0615,29.7568,29.9853,0.0931,0.31%,99138497
9/20/04,29.8668,30.2731,29.7737,29.9853,0,0.00%,130774795
9/21/04,30.0784,30.3408,29.9769,30.1038,0.1185,0.40%,110700190
9/22/04,29.9938,30.0107,29.5114,29.5791,-0.5247,-1.74%,119804169
9/23/04,29.6045,29.7484,29.5198,29.5537,-0.0254,-0.09%,109299737
9/24/04,29.6129,29.7822,29.4098,29.4521,-0.1016,-0.34%,121995012
9/27/04,29.2998,29.4014,29.0967,29.1982,-0.2539,-0.86%,101636651
9/28/04,29.2406,29.359,28.9697,29.2575,0.0593,0.20%,102880300
9/29/04,29.2321,29.723,29.2236,29.6891,0.4316,1.48%,112363624
9/30/04,29.6383,29.8499,29.5283,29.7399,0.0508,0.17%,88044780
10/1/04,30.0022,30.5947,29.9261,30.5524,0.8125,2.73%,139724613
10/4/04,30.7724,30.9924,30.6793,30.7301,0.1777,0.58%,127648912
10/5/04,30.6624,30.8824,30.6031,30.7724,0.0423,0.14%,106051854
10/6/04,30.7301,31.0517,30.5608,31.0178,0.2454,0.80%,103761016
10/7/04,30.9247,31.0348,30.6116,30.6708,-0.347,-1.12%,97331827
10/8/04,30.5354,30.6708,30.0446,30.1123,-0.5585,-1.82%,135967610
10/11/04,30.2308,30.3492,30.1292,30.2561,0.1438,0.48%,60475151
10/12/04,29.9853,30.3323,29.7907,30.2054,-0.0507,-0.17%,115657461
10/13/04,30.51,30.5862,29.9853,30.1377,-0.0677,-0.22%,156490850
10/14/04,30.2054,30.2815,29.9007,30.0022,-0.1355,-0.45%,117429685
10/15/04,30.0361,30.3492,29.8584,30.1546,0.1524,0.51%,152640217
10/18/04,30.053,30.6793,29.9599,30.5862,0.4316,1.43%,128713370
10/19/04,30.7893,30.9501,30.29,30.3662,-0.22,-0.72%,153573699
10/20/04,30.3239,30.6624,30.1715,30.51,0.1438,0.47%,125866841
10/21/04,30.6708,31.1363,30.5524,30.9755,0.4655,1.53%,147105993
10/22/04,30.984,31.0178,30.2477,30.2985,-0.677,-2.19%,135146259
10/25/04,30.2392,30.3069,30.0361,30.1546,-0.1439,-0.47%,121681940
10/26/04,30.1715,30.3323,29.9684,30.3154,0.1608,0.53%,116086225
10/27/04,30.3323,31.2294,30.2223,31.0855,0.7701,2.54%,180351973
10/28/04,31.0432,31.4156,30.9501,31.2802,0.1947,0.63%,131338908
10/29/04,31.2379,31.5172,31.0348,31.2294,-0.0508,-0.16%,119137423
11/1/04,31.2971,31.4664,31.1448,31.3479,0.1185,0.38%,85698575
